"Plot Title: Chelsea Farm "
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 21429555, SEN S/N: 21429555)","Temp, °C (LGR S/N: 21429555, SEN S/N: 21429555)"
552,04/15/23 08:07:36 AM,13.38,9.06
553,04/15/23 08:22:36 AM,13.76,9.24
554,04/15/23 08:37:36 AM,14.24,9.44
555,04/15/23 08:52:36 AM,14.44,9.56
556,04/15/23 09:07:36 AM,14.52,9.62
557,04/15/23 09:22:36 AM,14.60,9.64
558,04/15/23 09:37:36 AM,14.87,9.76
559,04/15/23 09:52:36 AM,14.92,9.76
560,04/15/23 10:07:36 AM,14.97,9.78
561,04/15/23 10:22:36 AM,14.74,9.72
562,04/15/23 10:37:36 AM,14.97,9.80
563,04/15/23 10:52:36 AM,15.04,9.84
564,04/15/23 11:07:36 AM,14.81,9.82
565,04/15/23 11:22:36 AM,14.63,9.76
566,04/15/23 11:37:36 AM,13.55,9.56
567,04/15/23 11:52:36 AM,12.56,9.08
568,04/15/23 12:07:36 PM,12.32,9.08
569,04/15/23 12:22:36 PM,12.96,9.22
570,04/15/23 12:37:36 PM,12.96,9.16
571,04/15/23 12:52:36 PM,12.55,9.06
572,04/15/23 01:07:36 PM,12.89,9.04
573,04/15/23 01:22:36 PM,12.70,9.04
574,04/15/23 01:37:36 PM,12.45,9.04
575,04/15/23 01:52:36 PM,12.55,9.08
576,04/15/23 02:07:36 PM,12.72,9.10
577,04/15/23 02:22:36 PM,12.59,9.12
578,04/15/23 02:37:36 PM,13.12,9.14
579,04/15/23 02:52:36 PM,13.38,9.12
580,04/15/23 03:07:36 PM,13.53,9.14
581,04/15/23 03:22:36 PM,13.74,9.16
582,04/15/23 03:37:36 PM,13.79,9.16
583,04/15/23 03:52:36 PM,13.85,9.14
584,04/15/23 04:07:36 PM,14.17,9.22
585,04/15/23 04:22:36 PM,14.43,9.36
586,04/15/23 04:37:36 PM,14.51,9.40
587,04/15/23 04:52:36 PM,15.06,9.40
588,04/15/23 05:07:36 PM,14.87,9.46
589,04/15/23 05:22:36 PM,14.87,9.90
590,04/15/23 05:37:36 PM,14.63,10.50
591,04/15/23 05:52:36 PM,14.67,10.58
592,04/15/23 06:07:36 PM,14.62,10.50
593,04/15/23 06:22:36 PM,14.51,10.48
594,04/15/23 06:37:36 PM,14.40,10.48
595,04/15/23 06:52:36 PM,14.20,10.50
596,04/15/23 07:07:36 PM,13.97,10.54
597,04/15/23 07:22:36 PM,14.31,10.52
598,04/15/23 07:37:36 PM,14.29,10.50
599,04/15/23 07:52:36 PM,14.17,10.44
600,04/15/23 08:07:36 PM,11.70,9.46
601,04/15/23 08:22:36 PM,11.89,8.84
602,04/15/23 08:37:36 PM,11.99,8.56
603,04/15/23 08:52:36 PM,12.03,8.48
604,04/15/23 09:07:36 PM,12.04,8.40
605,04/15/23 09:22:36 PM,12.07,8.36
606,04/15/23 09:37:36 PM,14.30,8.28
607,04/15/23 09:52:36 PM,13.45,10.14
608,04/15/23 10:07:36 PM,13.76,10.42
609,04/15/23 10:22:36 PM,13.94,10.44
610,04/15/23 10:37:36 PM,14.04,10.28
611,04/15/23 10:52:36 PM,14.02,10.24
612,04/15/23 11:07:36 PM,14.00,10.20
613,04/15/23 11:22:36 PM,14.19,10.26
614,04/15/23 11:37:36 PM,14.11,10.04
615,04/15/23 11:52:36 PM,14.22,9.56
616,04/16/23 12:07:36 AM,14.19,9.76
617,04/16/23 12:22:36 AM,14.06,9.98
618,04/16/23 12:37:36 AM,14.35,9.90
619,04/16/23 12:52:36 AM,14.40,9.80
620,04/16/23 01:07:36 AM,14.27,9.66
621,04/16/23 01:22:36 AM,14.04,9.58
622,04/16/23 01:37:36 AM,13.78,9.46
623,04/16/23 01:52:36 AM,13.70,9.40
624,04/16/23 02:07:36 AM,13.55,9.34
625,04/16/23 02:22:36 AM,13.32,9.30
626,04/16/23 02:37:36 AM,13.40,9.20
627,04/16/23 02:52:36 AM,13.27,9.18
628,04/16/23 03:07:36 AM,13.41,9.16
629,04/16/23 03:22:36 AM,12.93,9.08
630,04/16/23 03:37:36 AM,12.74,9.04
631,04/16/23 03:52:36 AM,12.97,9.12
632,04/16/23 04:07:36 AM,13.22,9.08
633,04/16/23 04:22:36 AM,13.08,9.06
634,04/16/23 04:37:36 AM,12.99,9.02
635,04/16/23 04:52:36 AM,12.83,9.00
636,04/16/23 05:07:36 AM,12.81,8.96
637,04/16/23 05:22:36 AM,12.80,8.96
638,04/16/23 05:37:36 AM,12.86,8.96
639,04/16/23 05:52:36 AM,12.89,8.96
640,04/16/23 06:07:36 AM,12.81,8.94
641,04/16/23 06:22:36 AM,12.76,8.94
642,04/16/23 06:37:36 AM,12.73,8.92
643,04/16/23 06:52:36 AM,12.73,8.94
644,04/16/23 07:07:36 AM,12.71,8.94
645,04/16/23 07:22:36 AM,12.74,8.96
646,04/16/23 07:37:36 AM,13.42,9.10
647,04/16/23 07:52:36 AM,13.54,9.30
648,04/16/23 08:07:36 AM,13.74,9.40
649,04/16/23 08:22:36 AM,13.67,9.42
650,04/16/23 08:37:36 AM,13.72,9.44
651,04/16/23 08:52:36 AM,13.75,9.46
652,04/16/23 09:07:36 AM,13.70,9.48
653,04/16/23 09:22:36 AM,13.75,9.50
654,04/16/23 09:37:36 AM,13.73,9.48
655,04/16/23 09:52:36 AM,13.74,9.48
656,04/16/23 10:07:36 AM,13.74,9.46
657,04/16/23 10:22:36 AM,13.70,9.46
658,04/16/23 10:37:36 AM,13.71,9.46
659,04/16/23 10:52:36 AM,13.73,9.46
660,04/16/23 11:07:36 AM,13.18,9.36
661,04/16/23 11:22:36 AM,12.95,9.24
662,04/16/23 11:37:36 AM,13.13,9.22
663,04/16/23 11:52:36 AM,12.90,9.20
664,04/16/23 12:07:36 PM,12.87,9.04
665,04/16/23 12:22:36 PM,12.90,8.98
666,04/16/23 12:37:36 PM,12.68,8.92
667,04/16/23 12:52:36 PM,12.61,8.94
668,04/16/23 01:07:36 PM,12.56,9.00
669,04/16/23 01:22:36 PM,12.48,9.00
670,04/16/23 01:37:36 PM,12.62,9.04
671,04/16/23 01:52:36 PM,12.54,9.04
672,04/16/23 02:07:36 PM,12.70,9.08
673,04/16/23 02:22:36 PM,12.83,9.18
674,04/16/23 02:37:36 PM,13.10,9.20
675,04/16/23 02:52:36 PM,13.15,9.20
676,04/16/23 03:07:36 PM,13.50,9.30
677,04/16/23 03:22:36 PM,13.59,9.32
678,04/16/23 03:37:36 PM,13.83,9.28
679,04/16/23 03:52:36 PM,13.58,9.30
680,04/16/23 04:07:36 PM,13.35,9.32
681,04/16/23 04:22:36 PM,13.36,9.30
682,04/16/23 04:37:36 PM,13.20,9.32
683,04/16/23 04:52:36 PM,13.39,9.30
684,04/16/23 05:07:36 PM,13.51,9.28
685,04/16/23 05:22:36 PM,13.58,9.30
686,04/16/23 05:37:36 PM,13.65,9.32
687,04/16/23 05:52:36 PM,13.76,9.30
688,04/16/23 06:07:36 PM,13.81,9.32
689,04/16/23 06:22:36 PM,13.89,9.32
690,04/16/23 06:37:36 PM,13.87,9.36
691,04/16/23 06:52:36 PM,13.86,9.34
692,04/16/23 07:07:36 PM,13.63,9.36
693,04/16/23 07:22:36 PM,13.61,9.36
694,04/16/23 07:37:36 PM,13.64,9.36
695,04/16/23 07:52:36 PM,13.68,9.36
696,04/16/23 08:07:36 PM,13.63,9.36
697,04/16/23 08:22:36 PM,13.48,9.32
698,04/16/23 08:37:36 PM,13.23,9.24
699,04/16/23 08:52:36 PM,13.79,9.18
700,04/16/23 09:07:36 PM,14.75,9.18
701,04/16/23 09:22:36 PM,14.80,9.24
702,04/16/23 09:37:36 PM,14.67,8.78
703,04/16/23 09:52:36 PM,14.28,8.48
704,04/16/23 10:07:36 PM,13.52,8.10
705,04/16/23 10:22:36 PM,13.85,8.58
706,04/16/23 10:37:36 PM,14.19,8.96
707,04/16/23 10:52:36 PM,14.53,9.26
708,04/16/23 11:07:36 PM,14.84,9.36
709,04/16/23 11:22:36 PM,15.27,9.44
710,04/16/23 11:37:36 PM,15.15,9.54
711,04/16/23 11:52:36 PM,15.04,9.54
712,04/17/23 12:07:36 AM,14.13,9.42
713,04/17/23 12:22:36 AM,13.77,9.32
714,04/17/23 12:37:36 AM,13.32,9.28
715,04/17/23 12:52:36 AM,13.55,9.30
716,04/17/23 01:07:36 AM,13.54,9.30
717,04/17/23 01:22:36 AM,13.58,9.28
718,04/17/23 01:37:36 AM,13.77,9.30
719,04/17/23 01:52:36 AM,13.39,9.18
720,04/17/23 02:07:36 AM,12.84,9.02
721,04/17/23 02:22:36 AM,13.47,9.16
722,04/17/23 02:37:36 AM,13.60,9.20
723,04/17/23 02:52:36 AM,13.90,9.24
724,04/17/23 03:07:36 AM,13.36,9.24
725,04/17/23 03:22:36 AM,13.32,9.24
726,04/17/23 03:37:36 AM,13.79,9.26
727,04/17/23 03:52:36 AM,13.72,9.26
728,04/17/23 04:07:36 AM,13.60,9.28
729,04/17/23 04:22:36 AM,13.83,9.26
730,04/17/23 04:37:36 AM,13.73,9.26
731,04/17/23 04:52:36 AM,12.89,9.14
732,04/17/23 05:07:36 AM,12.74,9.06
733,04/17/23 05:22:36 AM,12.62,9.02
734,04/17/23 05:37:36 AM,12.60,9.02
735,04/17/23 05:52:36 AM,12.66,9.02
736,04/17/23 06:07:36 AM,12.63,9.00
737,04/17/23 06:22:36 AM,12.55,9.00
738,04/17/23 06:37:36 AM,12.57,9.00
739,04/17/23 06:52:36 AM,12.58,9.02
740,04/17/23 07:07:36 AM,12.74,9.04
741,04/17/23 07:22:36 AM,13.37,9.06
742,04/17/23 07:37:36 AM,13.86,9.08
743,04/17/23 07:52:36 AM,14.17,9.12
744,04/17/23 08:07:36 AM,14.17,9.14
745,04/17/23 08:22:36 AM,13.92,9.14
746,04/17/23 08:37:36 AM,13.48,9.12
747,04/17/23 08:52:36 AM,13.60,9.12
748,04/17/23 09:07:36 AM,14.06,9.14
749,04/17/23 09:22:36 AM,14.56,9.16
750,04/17/23 09:37:36 AM,14.76,9.20
751,04/17/23 09:52:36 AM,14.97,9.26
752,04/17/23 10:07:36 AM,15.16,9.28
753,04/17/23 10:22:36 AM,15.19,9.32
754,04/17/23 10:37:36 AM,15.22,9.34
755,04/17/23 10:52:36 AM,15.14,9.36
756,04/17/23 11:07:36 AM,14.95,9.36
757,04/17/23 11:22:36 AM,14.69,9.34
758,04/17/23 11:37:36 AM,14.50,9.30
759,04/17/23 11:52:36 AM,15.20,9.28
760,04/17/23 12:07:36 PM,15.39,9.30
761,04/17/23 12:22:36 PM,15.29,9.30
762,04/17/23 12:37:36 PM,15.33,9.28
763,04/17/23 12:52:36 PM,15.16,9.28
764,04/17/23 01:07:36 PM,14.74,9.26
765,04/17/23 01:22:36 PM,15.01,9.30
766,04/17/23 01:37:36 PM,15.25,9.28
767,04/17/23 01:52:36 PM,15.48,9.30
768,04/17/23 02:07:36 PM,15.42,9.32
769,04/17/23 02:22:36 PM,14.61,9.28
770,04/17/23 02:37:36 PM,14.61,9.28
771,04/17/23 02:52:36 PM,14.86,9.28
772,04/17/23 03:07:36 PM,13.66,9.14
773,04/17/23 03:22:36 PM,13.86,9.16
774,04/17/23 03:37:36 PM,13.67,9.18
775,04/17/23 03:52:36 PM,13.44,9.12
776,04/17/23 04:07:36 PM,13.34,9.08
777,04/17/23 04:22:36 PM,13.75,9.10
778,04/17/23 04:37:36 PM,13.62,9.16
779,04/17/23 04:52:36 PM,13.45,9.14
780,04/17/23 05:07:36 PM,13.46,9.14
781,04/17/23 05:22:36 PM,13.46,9.14
782,04/17/23 05:37:36 PM,13.42,9.14
783,04/17/23 05:52:36 PM,13.55,9.14
784,04/17/23 06:07:36 PM,13.50,9.16
785,04/17/23 06:22:36 PM,13.71,9.12
786,04/17/23 06:37:36 PM,13.66,9.12
787,04/17/23 06:52:36 PM,13.46,9.10
788,04/17/23 07:07:36 PM,13.57,9.10
789,04/17/23 07:22:36 PM,13.70,9.12
790,04/17/23 07:37:36 PM,13.86,9.10
791,04/17/23 07:52:36 PM,14.04,9.10
792,04/17/23 08:07:36 PM,14.18,9.12
793,04/17/23 08:22:36 PM,14.36,9.14
794,04/17/23 08:37:36 PM,14.39,9.16
795,04/17/23 08:52:36 PM,14.48,9.16
796,04/17/23 09:07:36 PM,14.51,9.16
797,04/17/23 09:22:36 PM,14.53,9.16
798,04/17/23 09:37:36 PM,14.48,9.16
799,04/17/23 09:52:36 PM,14.43,9.14
800,04/17/23 10:07:36 PM,14.28,9.12
801,04/17/23 10:22:36 PM,13.74,9.06
802,04/17/23 10:37:36 PM,13.45,9.02
803,04/17/23 10:52:36 PM,13.14,8.96
804,04/17/23 11:07:36 PM,12.67,8.88
805,04/17/23 11:22:36 PM,13.47,8.90
806,04/17/23 11:37:36 PM,13.83,8.96
807,04/17/23 11:52:36 PM,13.79,8.88
808,04/18/23 12:07:36 AM,13.45,8.94
809,04/18/23 12:22:36 AM,14.14,8.96
810,04/18/23 12:37:36 AM,13.77,8.94
811,04/18/23 12:52:36 AM,13.59,8.94
812,04/18/23 01:07:36 AM,13.40,8.94
813,04/18/23 01:22:36 AM,13.23,8.92
814,04/18/23 01:37:36 AM,13.35,8.90
815,04/18/23 01:52:36 AM,13.44,8.90
816,04/18/23 02:07:36 AM,13.38,8.88
817,04/18/23 02:22:36 AM,13.22,8.86
818,04/18/23 02:37:36 AM,13.28,8.82
819,04/18/23 02:52:36 AM,12.18,8.86
820,04/18/23 03:07:36 AM,12.43,8.86
821,04/18/23 03:22:36 AM,13.54,8.90
822,04/18/23 03:37:36 AM,13.84,8.94
823,04/18/23 03:52:36 AM,14.02,8.96
824,04/18/23 04:07:36 AM,14.00,8.96
825,04/18/23 04:22:36 AM,13.85,8.96
826,04/18/23 04:37:36 AM,13.65,8.94
827,04/18/23 04:52:36 AM,13.41,8.90
828,04/18/23 05:07:36 AM,13.38,8.92
829,04/18/23 05:22:36 AM,13.28,8.92
830,04/18/23 05:37:36 AM,13.07,8.94
831,04/18/23 05:52:36 AM,12.73,8.92
832,04/18/23 06:07:36 AM,12.58,8.92
833,04/18/23 06:22:36 AM,12.45,8.88
834,04/18/23 06:37:36 AM,12.48,8.88
835,04/18/23 06:52:36 AM,12.45,8.88
836,04/18/23 07:07:36 AM,12.54,8.90
837,04/18/23 07:22:36 AM,12.55,8.88
838,04/18/23 07:37:36 AM,12.58,8.88
839,04/18/23 07:52:36 AM,12.71,8.86
840,04/18/23 08:07:36 AM,12.76,8.84
841,04/18/23 08:22:36 AM,12.93,8.84
842,04/18/23 08:37:36 AM,13.01,8.84
843,04/18/23 08:52:36 AM,13.12,8.86
844,04/18/23 09:07:36 AM,13.21,8.88
845,04/18/23 09:22:36 AM,13.24,8.86
846,04/18/23 09:37:36 AM,13.39,8.88
847,04/18/23 09:52:36 AM,13.21,8.94
848,04/18/23 10:07:36 AM,13.48,8.94
849,04/18/23 10:22:36 AM,13.18,8.94
850,04/18/23 10:37:36 AM,13.21,8.94
851,04/18/23 10:52:36 AM,13.37,9.06
852,04/18/23 11:07:36 AM,13.53,9.12
853,04/18/23 11:22:36 AM,13.22,9.12
854,04/18/23 11:37:36 AM,13.06,9.20
855,04/18/23 11:52:36 AM,12.67,9.26
856,04/18/23 12:07:36 PM,12.55,9.30
857,04/18/23 12:22:36 PM,12.20,9.42
858,04/18/23 12:37:36 PM,12.17,9.50
859,04/18/23 12:52:36 PM,12.99,9.38
860,04/18/23 01:07:36 PM,13.05,9.30
861,04/18/23 01:22:36 PM,13.05,9.32
862,04/18/23 01:37:36 PM,13.26,9.20
863,04/18/23 01:52:36 PM,13.37,9.12
864,04/18/23 02:07:36 PM,12.98,9.04
865,04/18/23 02:22:36 PM,12.93,9.02
866,04/18/23 02:37:36 PM,12.76,8.94
867,04/18/23 02:52:36 PM,12.76,8.94
868,04/18/23 03:07:36 PM,12.73,8.96
869,04/18/23 03:22:36 PM,13.02,9.00
870,04/18/23 03:37:36 PM,12.98,9.04
871,04/18/23 03:52:36 PM,13.62,9.10
872,04/18/23 04:07:36 PM,12.49,8.92
873,04/18/23 04:22:36 PM,13.72,9.04
874,04/18/23 04:37:36 PM,13.84,9.08
875,04/18/23 04:52:36 PM,13.77,9.06
876,04/18/23 05:07:36 PM,13.67,9.04
877,04/18/23 05:22:36 PM,13.52,9.00
878,04/18/23 05:37:36 PM,13.67,9.00
879,04/18/23 05:52:36 PM,13.83,9.00
880,04/18/23 06:07:36 PM,13.91,9.02
881,04/18/23 06:22:36 PM,13.99,9.04
882,04/18/23 06:37:36 PM,13.96,9.04
883,04/18/23 06:52:36 PM,13.72,8.98
884,04/18/23 07:07:36 PM,13.89,8.96
885,04/18/23 07:22:36 PM,12.66,8.90
886,04/18/23 07:37:36 PM,12.56,8.84
887,04/18/23 07:52:36 PM,12.59,8.84
888,04/18/23 08:07:36 PM,12.92,8.86
889,04/18/23 08:22:36 PM,13.34,8.94
890,04/18/23 08:37:36 PM,13.50,8.96
891,04/18/23 08:52:36 PM,13.61,8.96
892,04/18/23 09:07:36 PM,13.81,8.98
893,04/18/23 09:22:36 PM,13.85,9.00
894,04/18/23 09:37:36 PM,14.01,8.96
895,04/18/23 09:52:36 PM,13.93,8.96
896,04/18/23 10:07:36 PM,13.93,8.94
897,04/18/23 10:22:36 PM,13.76,8.92
898,04/18/23 10:37:36 PM,13.74,8.92
899,04/18/23 10:52:36 PM,13.32,8.92
900,04/18/23 11:07:36 PM,13.11,8.88
901,04/18/23 11:22:36 PM,12.82,8.86
902,04/18/23 11:37:36 PM,12.71,8.86
903,04/18/23 11:52:36 PM,12.80,8.88
904,04/19/23 12:07:36 AM,12.55,8.86
905,04/19/23 12:22:36 AM,14.07,8.86
906,04/19/23 12:37:36 AM,14.00,8.86
907,04/19/23 12:52:36 AM,14.07,8.86
908,04/19/23 01:07:36 AM,14.16,8.86
909,04/19/23 01:22:36 AM,14.25,8.88
910,04/19/23 01:37:36 AM,13.79,8.88
911,04/19/23 01:52:36 AM,13.68,8.86
912,04/19/23 02:07:36 AM,13.64,8.86
913,04/19/23 02:22:36 AM,12.51,8.82
914,04/19/23 02:37:36 AM,12.41,8.80
915,04/19/23 02:52:36 AM,12.47,8.80
916,04/19/23 03:07:36 AM,12.76,8.80
917,04/19/23 03:22:36 AM,13.07,8.82
918,04/19/23 03:37:36 AM,12.93,8.82
919,04/19/23 03:52:36 AM,12.83,8.82
920,04/19/23 04:07:36 AM,13.57,8.80
921,04/19/23 04:22:36 AM,12.29,8.78
922,04/19/23 04:37:36 AM,12.22,8.76
923,04/19/23 04:52:36 AM,12.50,8.78
924,04/19/23 05:07:36 AM,12.72,8.82
925,04/19/23 05:22:36 AM,12.88,8.82
926,04/19/23 05:37:36 AM,13.45,8.82
927,04/19/23 05:52:36 AM,13.48,8.80
928,04/19/23 06:07:36 AM,13.48,8.80
929,04/19/23 06:22:36 AM,13.68,8.80
930,04/19/23 06:37:36 AM,13.72,8.80
931,04/19/23 06:52:36 AM,13.68,8.80
932,04/19/23 07:07:36 AM,13.47,8.82
933,04/19/23 07:22:36 AM,12.92,8.82
934,04/19/23 07:37:36 AM,12.88,8.82
935,04/19/23 07:52:36 AM,13.07,8.80
936,04/19/23 08:07:36 AM,13.21,8.82
937,04/19/23 08:22:36 AM,13.20,8.82
938,04/19/23 08:37:36 AM,13.38,8.84
939,04/19/23 08:52:36 AM,13.54,8.84
940,04/19/23 09:07:36 AM,13.71,8.84
941,04/19/23 09:22:36 AM,13.78,8.86
942,04/19/23 09:37:36 AM,13.81,8.90
943,04/19/23 09:52:36 AM,13.65,8.94
944,04/19/23 10:07:36 AM,13.55,9.02
945,04/19/23 10:22:36 AM,13.42,9.10
946,04/19/23 10:37:36 AM,13.40,9.14
947,04/19/23 10:52:36 AM,13.52,9.32
948,04/19/23 11:07:36 AM,13.73,9.46
949,04/19/23 11:22:36 AM,13.03,10.06
950,04/19/23 11:37:36 AM,12.12,10.50
951,04/19/23 11:52:36 AM,11.68,10.82
952,04/19/23 12:07:36 PM,11.62,10.08
953,04/19/23 12:22:36 PM,11.78,8.66
954,04/19/23 12:37:36 PM,11.97,8.26
955,04/19/23 12:52:36 PM,13.09,8.94
956,04/19/23 01:07:36 PM,13.34,10.10
957,04/19/23 01:22:36 PM,13.60,10.04
958,04/19/23 01:37:36 PM,14.24,9.88
959,04/19/23 01:52:36 PM,14.65,9.40
960,04/19/23 02:07:36 PM,15.06,9.38
961,04/19/23 02:22:36 PM,13.70,9.16
962,04/19/23 02:37:36 PM,13.28,9.04
963,04/19/23 02:52:36 PM,13.02,9.06
964,04/19/23 03:07:36 PM,12.77,8.92
965,04/19/23 03:22:36 PM,12.82,8.94
966,04/19/23 03:37:36 PM,13.39,9.02
967,04/19/23 03:52:36 PM,13.83,9.06
968,04/19/23 04:07:36 PM,13.55,9.12
969,04/19/23 04:22:36 PM,13.67,9.00
970,04/19/23 04:37:36 PM,13.05,8.88
971,04/19/23 04:52:36 PM,12.31,8.78
972,04/19/23 05:07:36 PM,12.37,8.78
973,04/19/23 05:22:36 PM,13.78,9.02
974,04/19/23 05:37:36 PM,13.67,8.98
975,04/19/23 05:52:36 PM,12.94,8.90
976,04/19/23 06:07:36 PM,12.77,8.86
977,04/19/23 06:22:36 PM,13.10,8.90
978,04/19/23 06:37:36 PM,13.55,8.98
979,04/19/23 06:52:36 PM,13.38,8.96
980,04/19/23 07:07:36 PM,13.26,8.92
981,04/19/23 07:22:36 PM,12.97,8.86
982,04/19/23 07:37:36 PM,12.84,8.84
983,04/19/23 07:52:36 PM,12.88,8.82
984,04/19/23 08:07:36 PM,12.72,8.80
985,04/19/23 08:22:36 PM,12.71,8.80
986,04/19/23 08:37:36 PM,12.74,8.80
987,04/19/23 08:52:36 PM,12.63,8.78
988,04/19/23 09:07:36 PM,12.56,8.78
989,04/19/23 09:22:36 PM,12.49,8.78
990,04/19/23 09:37:36 PM,12.72,8.82
991,04/19/23 09:52:36 PM,13.03,8.86
992,04/19/23 10:07:36 PM,13.26,8.86
993,04/19/23 10:22:36 PM,13.49,8.88
994,04/19/23 10:37:36 PM,13.52,8.86
995,04/19/23 10:52:36 PM,13.74,8.84
996,04/19/23 11:07:36 PM,13.89,8.82
997,04/19/23 11:22:36 PM,13.85,8.84
998,04/19/23 11:37:36 PM,13.92,8.84
999,04/19/23 11:52:36 PM,13.86,8.82
1000,04/20/23 12:07:36 AM,14.00,8.80
1001,04/20/23 12:22:36 AM,13.83,8.74
1002,04/20/23 12:37:36 AM,14.49,8.76
1003,04/20/23 12:52:36 AM,14.41,8.78
1004,04/20/23 01:07:36 AM,14.56,8.76
1005,04/20/23 01:22:36 AM,14.63,8.76
1006,04/20/23 01:37:36 AM,14.44,8.80
1007,04/20/23 01:52:36 AM,14.33,8.76
1008,04/20/23 02:07:36 AM,14.54,8.82
1009,04/20/23 02:22:36 AM,12.81,8.80
1010,04/20/23 02:37:36 AM,12.23,8.76
1011,04/20/23 02:52:36 AM,11.98,8.74
1012,04/20/23 03:07:36 AM,12.16,8.74
1013,04/20/23 03:22:36 AM,12.28,8.74
1014,04/20/23 03:37:36 AM,12.31,8.74
1015,04/20/23 03:52:36 AM,12.16,8.74
1016,04/20/23 04:07:36 AM,12.18,8.74
1017,04/20/23 04:22:36 AM,12.12,8.72
1018,04/20/23 04:37:36 AM,12.25,8.74
1019,04/20/23 04:52:36 AM,12.46,8.74
1020,04/20/23 05:07:36 AM,12.44,8.76
1021,04/20/23 05:22:36 AM,12.49,8.76
1022,04/20/23 05:37:36 AM,12.62,8.76
1023,04/20/23 05:52:36 AM,12.24,8.76
1024,04/20/23 06:07:36 AM,12.30,8.76
1025,04/20/23 06:22:36 AM,12.36,8.74
1026,04/20/23 06:37:36 AM,12.32,8.74
1027,04/20/23 06:52:36 AM,12.81,8.72
1028,04/20/23 07:07:36 AM,13.26,8.70
1029,04/20/23 07:22:36 AM,13.45,8.66
1030,04/20/23 07:37:36 AM,13.60,8.64
1031,04/20/23 07:52:36 AM,13.66,8.66
1032,04/20/23 08:07:36 AM,13.61,8.66
1033,04/20/23 08:22:36 AM,13.64,8.66
1034,04/20/23 08:37:36 AM,13.37,8.64
1035,04/20/23 08:52:36 AM,13.45,8.62
1036,04/20/23 09:07:36 AM,13.49,8.64
1037,04/20/23 09:22:36 AM,13.73,8.66
1038,04/20/23 09:37:36 AM,13.83,8.70
1039,04/20/23 09:52:36 AM,13.87,8.68
1040,04/20/23 10:07:36 AM,14.28,8.68
1041,04/20/23 10:22:36 AM,14.31,8.68
1042,04/20/23 10:37:36 AM,14.33,8.68
1043,04/20/23 10:52:36 AM,14.30,8.68
1044,04/20/23 11:07:36 AM,14.33,8.66
1045,04/20/23 11:22:36 AM,14.22,8.66
1046,04/20/23 11:37:36 AM,14.11,8.68
1047,04/20/23 11:52:36 AM,12.47,6.94
1048,04/20/23 12:07:36 PM,12.85,6.02
1049,04/20/23 12:22:36 PM,12.88,6.06
1050,04/20/23 12:37:36 PM,12.76,6.32
1051,04/20/23 12:52:36 PM,12.84,6.32
1052,04/20/23 01:07:36 PM,12.84,6.26
1053,04/20/23 01:22:36 PM,12.80,6.34
1054,04/20/23 01:37:36 PM,12.81,6.40
1055,04/20/23 01:52:36 PM,12.74,6.40
1056,04/20/23 02:07:36 PM,12.81,7.46
1057,04/20/23 02:22:36 PM,11.85,9.04
1058,04/20/23 02:37:36 PM,12.07,9.06
1059,04/20/23 02:52:36 PM,14.86,8.86
1060,04/20/23 03:07:36 PM,14.92,8.84
1061,04/20/23 03:22:36 PM,14.84,8.82
1062,04/20/23 03:37:36 PM,15.02,8.84
1063,04/20/23 03:52:36 PM,15.03,8.82
1064,04/20/23 04:07:36 PM,15.02,8.84
1065,04/20/23 04:22:36 PM,15.21,8.84
1066,04/20/23 04:37:36 PM,15.12,8.84
1067,04/20/23 04:52:36 PM,14.19,8.82
1068,04/20/23 05:07:36 PM,14.41,8.78
1069,04/20/23 05:22:36 PM,14.45,8.78
1070,04/20/23 05:37:36 PM,14.51,8.80
1071,04/20/23 05:52:36 PM,14.50,8.80
1072,04/20/23 06:07:36 PM,14.55,8.82
1073,04/20/23 06:22:36 PM,14.49,8.80
1074,04/20/23 06:37:36 PM,14.55,8.78
1075,04/20/23 06:52:36 PM,12.63,8.72
1076,04/20/23 07:07:36 PM,12.41,8.68
1077,04/20/23 07:22:36 PM,12.63,8.68
1078,04/20/23 07:37:36 PM,13.38,8.74
1079,04/20/23 07:52:36 PM,13.13,8.74
1080,04/20/23 08:07:36 PM,13.01,8.74
1081,04/20/23 08:22:36 PM,12.85,8.74
1082,04/20/23 08:37:36 PM,12.56,8.68
1083,04/20/23 08:52:36 PM,12.45,8.66
1084,04/20/23 09:07:36 PM,12.34,8.64
1085,04/20/23 09:22:36 PM,12.38,8.64
1086,04/20/23 09:37:36 PM,12.36,8.64
1087,04/20/23 09:52:36 PM,12.32,8.66
1088,04/20/23 10:07:36 PM,12.32,8.66
1089,04/20/23 10:22:36 PM,12.34,8.66
1090,04/20/23 10:37:36 PM,12.32,8.66
1091,04/20/23 10:52:36 PM,12.30,8.68
1092,04/20/23 11:07:36 PM,12.35,8.68
1093,04/20/23 11:22:36 PM,12.43,8.68
1094,04/20/23 11:37:36 PM,12.76,8.68
1095,04/20/23 11:52:36 PM,13.06,8.68
1096,04/21/23 12:07:36 AM,13.41,8.68
1097,04/21/23 12:22:36 AM,13.42,8.68
1098,04/21/23 12:37:36 AM,13.38,8.68
1099,04/21/23 12:52:36 AM,13.57,8.66
1100,04/21/23 01:07:36 AM,13.52,8.64
1101,04/21/23 01:22:36 AM,13.78,8.62
1102,04/21/23 01:37:36 AM,13.63,8.60
