"Plot Title: Chel_DO_Sep24_Deploy"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 21837005, SEN S/N: 21837005, LBL: DO)","Temp, °C (LGR S/N: 21837005, SEN S/N: 21837005, LBL: Temp)"
551,09/22/24 06:30:00 AM,7.23,14.84
552,09/22/24 06:45:00 AM,5.12,15.04
553,09/22/24 07:00:00 AM,5.09,15.20
554,09/22/24 07:15:00 AM,5.58,15.22
555,09/22/24 07:30:00 AM,4.67,15.24
556,09/22/24 07:45:00 AM,6.18,15.22
557,09/22/24 08:00:00 AM,5.63,15.22
558,09/22/24 08:15:00 AM,6.74,15.24
559,09/22/24 08:30:00 AM,7.27,15.22
560,09/22/24 08:45:00 AM,5.79,15.12
561,09/22/24 09:00:00 AM,4.83,15.02
562,09/22/24 09:15:00 AM,5.20,15.06
563,09/22/24 09:30:00 AM,5.24,15.04
564,09/22/24 09:45:00 AM,5.28,15.06
565,09/22/24 10:00:00 AM,7.01,15.20
566,09/22/24 10:15:00 AM,8.47,15.22
567,09/22/24 10:30:00 AM,8.87,15.20
568,09/22/24 10:45:00 AM,9.29,15.22
569,09/22/24 11:00:00 AM,9.31,15.22
570,09/22/24 11:15:00 AM,9.30,15.22
571,09/22/24 11:30:00 AM,9.27,15.18
572,09/22/24 11:45:00 AM,8.91,15.16
573,09/22/24 12:00:00 PM,8.25,15.16
574,09/22/24 12:15:00 PM,8.63,15.18
575,09/22/24 12:30:00 PM,9.19,15.20
576,09/22/24 12:45:00 PM,9.56,15.22
577,09/22/24 01:00:00 PM,9.80,15.26
578,09/22/24 01:15:00 PM,9.63,15.26
579,09/22/24 01:30:00 PM,9.33,15.28
580,09/22/24 01:45:00 PM,9.70,15.32
581,09/22/24 02:00:00 PM,10.25,15.38
582,09/22/24 02:15:00 PM,10.35,15.70
583,09/22/24 02:30:00 PM,10.39,15.88
584,09/22/24 02:45:00 PM,10.62,15.96
585,09/22/24 03:00:00 PM,8.76,16.22
586,09/22/24 03:15:00 PM,8.00,16.50
587,09/22/24 03:30:00 PM,6.68,15.84
588,09/22/24 03:45:00 PM,8.26,15.44
589,09/22/24 04:00:00 PM,6.84,15.32
590,09/22/24 04:15:00 PM,7.34,15.26
591,09/22/24 04:30:00 PM,6.25,15.24
592,09/22/24 04:45:00 PM,6.74,15.22
593,09/22/24 05:00:00 PM,6.81,15.20
594,09/22/24 05:15:00 PM,7.26,15.18
595,09/22/24 05:30:00 PM,7.63,15.22
596,09/22/24 05:45:00 PM,6.75,15.24
597,09/22/24 06:00:00 PM,7.39,15.26
598,09/22/24 06:15:00 PM,7.73,15.28
599,09/22/24 06:30:00 PM,7.10,15.24
600,09/22/24 06:45:00 PM,6.58,15.08
601,09/22/24 07:00:00 PM,6.16,15.00
602,09/22/24 07:15:00 PM,6.46,14.98
603,09/22/24 07:30:00 PM,6.33,14.96
604,09/22/24 07:45:00 PM,6.42,14.96
605,09/22/24 08:00:00 PM,6.25,14.98
606,09/22/24 08:15:00 PM,4.92,14.96
607,09/22/24 08:30:00 PM,5.55,14.96
608,09/22/24 08:45:00 PM,6.57,14.96
609,09/22/24 09:00:00 PM,7.70,14.96
610,09/22/24 09:15:00 PM,9.22,15.04
611,09/22/24 09:30:00 PM,8.93,15.02
612,09/22/24 09:45:00 PM,8.61,14.98
613,09/22/24 10:00:00 PM,8.50,14.94
614,09/22/24 10:15:00 PM,8.61,14.92
615,09/22/24 10:30:00 PM,8.57,14.92
616,09/22/24 10:45:00 PM,8.57,14.92
617,09/22/24 11:00:00 PM,8.55,14.90
618,09/22/24 11:15:00 PM,8.62,14.92
619,09/22/24 11:30:00 PM,8.62,14.94
620,09/22/24 11:45:00 PM,8.59,14.94
621,09/23/24 12:00:00 AM,8.57,14.98
622,09/23/24 12:15:00 AM,8.59,14.98
623,09/23/24 12:30:00 AM,8.59,15.00
624,09/23/24 12:45:00 AM,8.54,15.00
625,09/23/24 01:00:00 AM,8.48,15.00
626,09/23/24 01:15:00 AM,8.80,15.04
627,09/23/24 01:30:00 AM,8.86,15.08
628,09/23/24 01:45:00 AM,8.14,15.04
629,09/23/24 02:00:00 AM,7.82,15.00
630,09/23/24 02:15:00 AM,6.43,15.04
631,09/23/24 02:30:00 AM,5.91,15.06
632,09/23/24 02:45:00 AM,10.13,15.32
633,09/23/24 03:00:00 AM,10.13,15.36
634,09/23/24 03:15:00 AM,10.14,15.36
635,09/23/24 03:30:00 AM,10.14,15.38
636,09/23/24 03:45:00 AM,10.14,15.42
637,09/23/24 04:00:00 AM,10.10,15.48
638,09/23/24 04:15:00 AM,10.10,15.52
639,09/23/24 04:30:00 AM,10.09,15.58
640,09/23/24 04:45:00 AM,10.08,15.66
641,09/23/24 05:00:00 AM,10.06,15.72
642,09/23/24 05:15:00 AM,10.05,15.78
643,09/23/24 05:30:00 AM,10.08,15.80
644,09/23/24 05:45:00 AM,7.06,15.44
645,09/23/24 06:00:00 AM,9.13,15.66
646,09/23/24 06:15:00 AM,8.95,15.76
647,09/23/24 06:30:00 AM,9.28,15.76
648,09/23/24 06:45:00 AM,8.94,15.82
649,09/23/24 07:00:00 AM,8.72,15.52
650,09/23/24 07:15:00 AM,6.38,15.44
651,09/23/24 07:30:00 AM,5.58,15.46
652,09/23/24 07:45:00 AM,5.36,15.42
653,09/23/24 08:00:00 AM,4.93,15.34
654,09/23/24 08:15:00 AM,4.73,15.36
655,09/23/24 08:30:00 AM,5.00,15.36
656,09/23/24 08:45:00 AM,4.83,15.34
657,09/23/24 09:00:00 AM,4.67,15.34
658,09/23/24 09:15:00 AM,4.70,15.34
659,09/23/24 09:30:00 AM,5.00,15.40
660,09/23/24 09:45:00 AM,5.71,15.42
661,09/23/24 10:00:00 AM,5.22,15.40
662,09/23/24 10:15:00 AM,4.88,15.38
663,09/23/24 10:30:00 AM,5.87,15.36
664,09/23/24 10:45:00 AM,5.22,15.36
665,09/23/24 11:00:00 AM,5.37,15.36
666,09/23/24 11:15:00 AM,6.72,15.32
667,09/23/24 11:30:00 AM,6.69,15.28
668,09/23/24 11:45:00 AM,7.67,15.24
669,09/23/24 12:00:00 PM,8.28,15.26
670,09/23/24 12:15:00 PM,6.94,15.28
671,09/23/24 12:30:00 PM,7.25,15.30
672,09/23/24 12:45:00 PM,9.68,15.30
673,09/23/24 01:00:00 PM,9.44,15.30
674,09/23/24 01:15:00 PM,9.20,15.30
675,09/23/24 01:30:00 PM,9.39,15.32
676,09/23/24 01:45:00 PM,9.64,15.32
677,09/23/24 02:00:00 PM,9.87,15.32
678,09/23/24 02:15:00 PM,9.85,15.30
679,09/23/24 02:30:00 PM,9.89,15.30
680,09/23/24 02:45:00 PM,9.15,15.30
681,09/23/24 03:00:00 PM,9.57,15.30
682,09/23/24 03:15:00 PM,9.54,15.58
683,09/23/24 03:30:00 PM,8.52,15.74
684,09/23/24 03:45:00 PM,7.95,15.82
685,09/23/24 04:00:00 PM,6.46,15.80
686,09/23/24 04:15:00 PM,6.97,15.50
687,09/23/24 04:30:00 PM,6.00,15.42
688,09/23/24 04:45:00 PM,6.26,15.34
689,09/23/24 05:00:00 PM,6.51,15.32
690,09/23/24 05:15:00 PM,6.74,15.36
691,09/23/24 05:30:00 PM,6.62,15.38
692,09/23/24 05:45:00 PM,6.52,15.38
693,09/23/24 06:00:00 PM,5.99,15.36
694,09/23/24 06:15:00 PM,6.20,15.26
695,09/23/24 06:30:00 PM,6.34,15.18
696,09/23/24 06:45:00 PM,6.60,15.14
697,09/23/24 07:00:00 PM,6.64,15.16
698,09/23/24 07:15:00 PM,5.73,15.12
699,09/23/24 07:30:00 PM,5.12,15.08
700,09/23/24 07:45:00 PM,3.60,15.08
701,09/23/24 08:00:00 PM,5.81,15.06
702,09/23/24 08:15:00 PM,7.44,15.04
703,09/23/24 08:30:00 PM,5.64,15.04
704,09/23/24 08:45:00 PM,7.59,15.02
705,09/23/24 09:00:00 PM,7.66,15.04
706,09/23/24 09:15:00 PM,6.75,15.04
707,09/23/24 09:30:00 PM,6.65,14.98
708,09/23/24 09:45:00 PM,6.93,15.02
709,09/23/24 10:00:00 PM,7.39,14.98
710,09/23/24 10:15:00 PM,7.12,14.94
711,09/23/24 10:30:00 PM,7.53,14.94
712,09/23/24 10:45:00 PM,7.51,14.94
713,09/23/24 11:00:00 PM,7.85,14.96
714,09/23/24 11:15:00 PM,8.30,14.94
715,09/23/24 11:30:00 PM,8.36,14.94
716,09/23/24 11:45:00 PM,8.25,14.94
717,09/24/24 12:00:00 AM,8.37,14.96
718,09/24/24 12:15:00 AM,8.52,14.98
719,09/24/24 12:30:00 AM,8.57,15.02
720,09/24/24 12:45:00 AM,8.53,15.04
721,09/24/24 01:00:00 AM,8.59,15.04
722,09/24/24 01:15:00 AM,8.54,15.06
723,09/24/24 01:30:00 AM,8.50,15.06
724,09/24/24 01:45:00 AM,8.47,15.06
725,09/24/24 02:00:00 AM,8.43,15.06
726,09/24/24 02:15:00 AM,8.30,15.06
727,09/24/24 02:30:00 AM,8.72,15.12
728,09/24/24 02:45:00 AM,8.91,15.20
729,09/24/24 03:00:00 AM,8.18,15.14
730,09/24/24 03:15:00 AM,6.05,15.06
731,09/24/24 03:30:00 AM,4.28,15.04
732,09/24/24 03:45:00 AM,7.09,14.64
733,09/24/24 04:00:00 AM,1.95,14.32
734,09/24/24 04:15:00 AM,1.96,14.04
735,09/24/24 04:30:00 AM,1.96,13.92
736,09/24/24 04:45:00 AM,1.96,13.94
737,09/24/24 05:00:00 AM,2.15,14.00
738,09/24/24 05:15:00 AM,2.16,13.96
739,09/24/24 05:30:00 AM,3.00,13.80
740,09/24/24 05:45:00 AM,2.51,13.50
741,09/24/24 06:00:00 AM,2.64,13.24
742,09/24/24 06:15:00 AM,2.51,13.18
743,09/24/24 06:30:00 AM,7.34,14.68
744,09/24/24 06:45:00 AM,8.84,15.46
745,09/24/24 07:00:00 AM,9.14,15.66
746,09/24/24 07:15:00 AM,8.63,15.80
747,09/24/24 07:30:00 AM,7.26,15.72
748,09/24/24 07:45:00 AM,6.95,15.60
749,09/24/24 08:00:00 AM,7.16,15.50
750,09/24/24 08:15:00 AM,5.84,15.48
751,09/24/24 08:30:00 AM,5.37,15.48
752,09/24/24 08:45:00 AM,5.92,15.40
753,09/24/24 09:00:00 AM,5.80,15.46
754,09/24/24 09:15:00 AM,5.92,15.46
755,09/24/24 09:30:00 AM,5.35,15.50
756,09/24/24 09:45:00 AM,6.91,15.46
757,09/24/24 10:00:00 AM,8.54,15.50
758,09/24/24 10:15:00 AM,7.89,15.46
759,09/24/24 10:30:00 AM,8.54,15.46
760,09/24/24 10:45:00 AM,9.41,15.52
761,09/24/24 11:00:00 AM,9.45,15.44
762,09/24/24 11:15:00 AM,9.62,15.56
763,09/24/24 11:30:00 AM,9.12,15.56
764,09/24/24 11:45:00 AM,9.55,15.50
765,09/24/24 12:00:00 PM,9.70,15.56
766,09/24/24 12:15:00 PM,9.25,15.64
767,09/24/24 12:30:00 PM,9.65,15.66
768,09/24/24 12:45:00 PM,10.24,15.72
769,09/24/24 01:00:00 PM,10.04,15.64
770,09/24/24 01:15:00 PM,9.87,15.50
771,09/24/24 01:30:00 PM,8.88,15.40
772,09/24/24 01:45:00 PM,9.45,15.36
773,09/24/24 02:00:00 PM,8.20,15.34
774,09/24/24 02:15:00 PM,8.47,15.32
775,09/24/24 02:30:00 PM,8.50,15.30
776,09/24/24 02:45:00 PM,7.79,15.30
777,09/24/24 03:00:00 PM,7.63,15.28
778,09/24/24 03:15:00 PM,7.54,15.30
779,09/24/24 03:30:00 PM,7.74,15.28
780,09/24/24 03:45:00 PM,7.97,15.30
781,09/24/24 04:00:00 PM,7.19,15.30
782,09/24/24 04:15:00 PM,7.88,15.34
783,09/24/24 04:30:00 PM,8.59,15.34
784,09/24/24 04:45:00 PM,8.08,15.34
785,09/24/24 05:00:00 PM,7.62,15.36
786,09/24/24 05:15:00 PM,7.78,15.38
787,09/24/24 05:30:00 PM,6.67,15.40
788,09/24/24 05:45:00 PM,7.14,15.40
789,09/24/24 06:00:00 PM,5.91,15.36
790,09/24/24 06:15:00 PM,5.36,15.28
791,09/24/24 06:30:00 PM,5.48,15.20
792,09/24/24 06:45:00 PM,4.93,15.16
793,09/24/24 07:00:00 PM,4.03,15.12
794,09/24/24 07:15:00 PM,4.53,15.10
795,09/24/24 07:30:00 PM,5.14,15.14
796,09/24/24 07:45:00 PM,4.87,15.16
797,09/24/24 08:00:00 PM,5.26,15.18
798,09/24/24 08:15:00 PM,5.53,15.16
799,09/24/24 08:30:00 PM,5.12,15.10
800,09/24/24 08:45:00 PM,6.24,15.08
801,09/24/24 09:00:00 PM,6.07,15.06
802,09/24/24 09:15:00 PM,6.45,15.06
803,09/24/24 09:30:00 PM,5.83,15.06
804,09/24/24 09:45:00 PM,7.27,15.06
805,09/24/24 10:00:00 PM,6.77,15.04
806,09/24/24 10:15:00 PM,6.82,15.06
807,09/24/24 10:30:00 PM,7.71,15.10
808,09/24/24 10:45:00 PM,8.02,15.10
809,09/24/24 11:00:00 PM,8.04,15.08
810,09/24/24 11:15:00 PM,7.71,15.08
811,09/24/24 11:30:00 PM,8.11,15.06
812,09/24/24 11:45:00 PM,7.88,15.06
813,09/25/24 12:00:00 AM,7.70,15.04
814,09/25/24 12:15:00 AM,8.04,15.04
815,09/25/24 12:30:00 AM,7.94,15.04
816,09/25/24 12:45:00 AM,8.27,15.04
817,09/25/24 01:00:00 AM,8.28,15.04
818,09/25/24 01:15:00 AM,8.36,15.06
819,09/25/24 01:30:00 AM,8.33,15.08
820,09/25/24 01:45:00 AM,8.69,15.16
821,09/25/24 02:00:00 AM,9.03,15.26
822,09/25/24 02:15:00 AM,9.47,15.32
823,09/25/24 02:30:00 AM,9.44,15.36
824,09/25/24 02:45:00 AM,9.39,15.34
825,09/25/24 03:00:00 AM,9.27,15.36
826,09/25/24 03:15:00 AM,8.85,15.36
827,09/25/24 03:30:00 AM,8.89,15.34
828,09/25/24 03:45:00 AM,8.71,15.34
829,09/25/24 04:00:00 AM,8.70,15.32
830,09/25/24 04:15:00 AM,8.22,15.34
831,09/25/24 04:30:00 AM,7.83,15.38
832,09/25/24 04:45:00 AM,6.89,15.40
833,09/25/24 05:00:00 AM,6.63,15.34
834,09/25/24 05:15:00 AM,6.48,15.14
835,09/25/24 05:30:00 AM,7.70,14.56
836,09/25/24 05:45:00 AM,6.33,14.56
837,09/25/24 06:00:00 AM,6.80,14.78
838,09/25/24 06:15:00 AM,4.28,14.94
839,09/25/24 06:30:00 AM,6.28,14.94
840,09/25/24 06:45:00 AM,8.34,14.72
841,09/25/24 07:00:00 AM,7.02,14.88
842,09/25/24 07:15:00 AM,6.85,15.06
843,09/25/24 07:30:00 AM,6.17,15.12
844,09/25/24 07:45:00 AM,8.14,15.42
845,09/25/24 08:00:00 AM,9.57,15.58
846,09/25/24 08:15:00 AM,8.12,15.64
847,09/25/24 08:30:00 AM,6.45,15.68
848,09/25/24 08:45:00 AM,6.52,15.68
849,09/25/24 09:00:00 AM,7.33,15.58
850,09/25/24 09:15:00 AM,6.17,15.42
851,09/25/24 09:30:00 AM,4.72,15.32
852,09/25/24 09:45:00 AM,5.05,15.24
853,09/25/24 10:00:00 AM,5.31,15.22
854,09/25/24 10:15:00 AM,5.30,15.22
855,09/25/24 10:30:00 AM,5.90,15.18
856,09/25/24 10:45:00 AM,5.52,15.14
857,09/25/24 11:00:00 AM,5.07,15.14
858,09/25/24 11:15:00 AM,4.72,15.18
859,09/25/24 11:30:00 AM,3.98,15.18
860,09/25/24 11:45:00 AM,4.25,15.18
861,09/25/24 12:00:00 PM,5.64,15.18
862,09/25/24 12:15:00 PM,6.58,15.18
863,09/25/24 12:30:00 PM,6.78,15.16
864,09/25/24 12:45:00 PM,6.41,15.12
865,09/25/24 01:00:00 PM,6.18,15.12
866,09/25/24 01:15:00 PM,7.11,15.10
867,09/25/24 01:30:00 PM,7.25,15.10
868,09/25/24 01:45:00 PM,7.27,15.10
869,09/25/24 02:00:00 PM,7.11,15.10
870,09/25/24 02:15:00 PM,7.54,15.12
871,09/25/24 02:30:00 PM,7.62,15.18
872,09/25/24 02:45:00 PM,7.89,15.22
873,09/25/24 03:00:00 PM,7.20,15.24
874,09/25/24 03:15:00 PM,8.17,15.26
875,09/25/24 03:30:00 PM,8.03,15.24
876,09/25/24 03:45:00 PM,7.70,15.26
877,09/25/24 04:00:00 PM,8.04,15.28
878,09/25/24 04:15:00 PM,8.25,15.28
879,09/25/24 04:30:00 PM,7.89,15.28
880,09/25/24 04:45:00 PM,7.53,15.28
881,09/25/24 05:00:00 PM,7.28,15.28
882,09/25/24 05:15:00 PM,7.05,15.28
883,09/25/24 05:30:00 PM,7.96,15.26
884,09/25/24 05:45:00 PM,8.28,15.28
885,09/25/24 06:00:00 PM,8.38,15.30
886,09/25/24 06:15:00 PM,8.22,15.30
887,09/25/24 06:30:00 PM,7.74,15.28
888,09/25/24 06:45:00 PM,7.74,15.26
889,09/25/24 07:00:00 PM,7.94,15.22
890,09/25/24 07:15:00 PM,9.25,15.20
891,09/25/24 07:30:00 PM,8.46,15.18
892,09/25/24 07:45:00 PM,9.32,15.18
893,09/25/24 08:00:00 PM,9.27,15.16
894,09/25/24 08:15:00 PM,8.22,15.16
895,09/25/24 08:30:00 PM,7.94,15.16
896,09/25/24 08:45:00 PM,8.48,15.16
897,09/25/24 09:00:00 PM,6.91,15.14
898,09/25/24 09:15:00 PM,8.80,15.14
899,09/25/24 09:30:00 PM,7.57,15.06
900,09/25/24 09:45:00 PM,5.99,15.04
901,09/25/24 10:00:00 PM,6.41,15.04
902,09/25/24 10:15:00 PM,5.63,15.02
903,09/25/24 10:30:00 PM,4.43,15.00
904,09/25/24 10:45:00 PM,4.39,15.00
905,09/25/24 11:00:00 PM,4.70,14.94
906,09/25/24 11:15:00 PM,4.69,14.92
907,09/25/24 11:30:00 PM,4.49,14.94
908,09/25/24 11:45:00 PM,4.18,14.94
909,09/26/24 12:00:00 AM,4.75,14.94
910,09/26/24 12:15:00 AM,4.87,14.94
911,09/26/24 12:30:00 AM,5.82,14.96
912,09/26/24 12:45:00 AM,6.67,15.00
913,09/26/24 01:00:00 AM,6.75,15.00
914,09/26/24 01:15:00 AM,7.29,14.96
915,09/26/24 01:30:00 AM,7.10,14.94
916,09/26/24 01:45:00 AM,7.31,14.90
917,09/26/24 02:00:00 AM,6.43,14.88
918,09/26/24 02:15:00 AM,7.23,14.88
919,09/26/24 02:30:00 AM,7.11,14.88
920,09/26/24 02:45:00 AM,6.89,14.86
921,09/26/24 03:00:00 AM,6.67,14.86
922,09/26/24 03:15:00 AM,6.65,14.84
923,09/26/24 03:30:00 AM,7.11,14.84
924,09/26/24 03:45:00 AM,7.93,14.86
925,09/26/24 04:00:00 AM,7.76,14.86
926,09/26/24 04:15:00 AM,7.00,14.88
927,09/26/24 04:30:00 AM,7.99,14.84
928,09/26/24 04:45:00 AM,8.19,14.72
929,09/26/24 05:00:00 AM,7.80,14.68
930,09/26/24 05:15:00 AM,7.10,14.60
931,09/26/24 05:30:00 AM,6.90,14.54
932,09/26/24 05:45:00 AM,5.35,14.38
933,09/26/24 06:00:00 AM,4.62,14.12
934,09/26/24 06:15:00 AM,5.55,14.14
935,09/26/24 06:30:00 AM,4.85,14.10
936,09/26/24 06:45:00 AM,4.10,13.70
937,09/26/24 07:00:00 AM,5.67,11.02
938,09/26/24 07:15:00 AM,11.61,9.58
939,09/26/24 07:30:00 AM,11.68,9.38
940,09/26/24 07:45:00 AM,11.51,10.02
941,09/26/24 08:00:00 AM,7.19,11.74
942,09/26/24 08:15:00 AM,7.05,14.02
943,09/26/24 08:30:00 AM,7.63,14.58
944,09/26/24 08:45:00 AM,8.23,14.98
945,09/26/24 09:00:00 AM,5.44,15.18
946,09/26/24 09:15:00 AM,7.77,15.26
947,09/26/24 09:30:00 AM,7.43,15.28
948,09/26/24 09:45:00 AM,6.71,15.20
949,09/26/24 10:00:00 AM,6.45,15.26
950,09/26/24 10:15:00 AM,5.03,15.28
951,09/26/24 10:30:00 AM,4.50,15.28
952,09/26/24 10:45:00 AM,4.87,15.26
953,09/26/24 11:00:00 AM,4.69,15.16
954,09/26/24 11:15:00 AM,4.27,15.08
955,09/26/24 11:30:00 AM,5.04,15.10
956,09/26/24 11:45:00 AM,4.45,15.18
957,09/26/24 12:00:00 PM,4.92,15.24
958,09/26/24 12:15:00 PM,3.78,15.30
959,09/26/24 12:30:00 PM,3.81,15.38
960,09/26/24 12:45:00 PM,3.18,15.44
961,09/26/24 01:00:00 PM,4.33,15.42
962,09/26/24 01:15:00 PM,3.64,15.26
963,09/26/24 01:30:00 PM,3.65,15.12
964,09/26/24 01:45:00 PM,3.41,15.10
965,09/26/24 02:00:00 PM,3.94,15.24
966,09/26/24 02:15:00 PM,5.17,15.24
967,09/26/24 02:30:00 PM,6.06,15.28
968,09/26/24 02:45:00 PM,6.23,15.32
969,09/26/24 03:00:00 PM,6.32,15.40
970,09/26/24 03:15:00 PM,5.55,15.46
971,09/26/24 03:30:00 PM,5.26,15.44
972,09/26/24 03:45:00 PM,4.88,15.46
973,09/26/24 04:00:00 PM,5.50,15.48
974,09/26/24 04:15:00 PM,7.33,15.50
975,09/26/24 04:30:00 PM,8.54,15.46
976,09/26/24 04:45:00 PM,8.73,15.44
977,09/26/24 05:00:00 PM,8.44,15.30
978,09/26/24 05:15:00 PM,8.44,15.30
979,09/26/24 05:30:00 PM,8.71,15.28
980,09/26/24 05:45:00 PM,7.93,15.26
981,09/26/24 06:00:00 PM,8.60,15.26
982,09/26/24 06:15:00 PM,8.01,15.20
983,09/26/24 06:30:00 PM,8.19,15.14
984,09/26/24 06:45:00 PM,8.08,15.10
985,09/26/24 07:00:00 PM,8.42,15.10
986,09/26/24 07:15:00 PM,7.51,15.08
987,09/26/24 07:30:00 PM,8.53,15.10
988,09/26/24 07:45:00 PM,7.94,15.08
989,09/26/24 08:00:00 PM,8.56,15.08
990,09/26/24 08:15:00 PM,8.61,15.08
991,09/26/24 08:30:00 PM,8.53,15.08
992,09/26/24 08:45:00 PM,8.35,15.08
993,09/26/24 09:00:00 PM,7.96,15.08
994,09/26/24 09:15:00 PM,6.97,15.08
995,09/26/24 09:30:00 PM,6.24,15.08
996,09/26/24 09:45:00 PM,6.42,14.94
997,09/26/24 10:00:00 PM,6.74,14.94
998,09/26/24 10:15:00 PM,6.37,14.94
999,09/26/24 10:30:00 PM,6.21,14.94
1000,09/26/24 10:45:00 PM,6.68,14.98
1001,09/26/24 11:00:00 PM,6.65,15.02
1002,09/26/24 11:15:00 PM,4.33,15.04
1003,09/26/24 11:30:00 PM,4.44,15.04
1004,09/26/24 11:45:00 PM,5.17,15.02
1005,09/27/24 12:00:00 AM,4.26,15.02
1006,09/27/24 12:15:00 AM,6.69,15.00
1007,09/27/24 12:30:00 AM,6.16,15.02
1008,09/27/24 12:45:00 AM,6.20,15.06
1009,09/27/24 01:00:00 AM,5.80,15.06
1010,09/27/24 01:15:00 AM,6.22,15.06
1011,09/27/24 01:30:00 AM,7.58,15.12
1012,09/27/24 01:45:00 AM,8.54,15.12
1013,09/27/24 02:00:00 AM,8.61,15.12
1014,09/27/24 02:15:00 AM,8.19,15.14
1015,09/27/24 02:30:00 AM,6.99,15.10
1016,09/27/24 02:45:00 AM,6.34,15.04
1017,09/27/24 03:00:00 AM,7.70,15.08
1018,09/27/24 03:15:00 AM,7.93,15.14
1019,09/27/24 03:30:00 AM,7.97,15.14
1020,09/27/24 03:45:00 AM,8.74,15.18
1021,09/27/24 04:00:00 AM,8.77,15.18
1022,09/27/24 04:15:00 AM,8.81,15.20
1023,09/27/24 04:30:00 AM,8.87,15.22
1024,09/27/24 04:45:00 AM,8.94,15.22
1025,09/27/24 05:00:00 AM,8.86,15.22
1026,09/27/24 05:15:00 AM,8.72,15.20
1027,09/27/24 05:30:00 AM,8.64,15.18
1028,09/27/24 05:45:00 AM,7.59,15.16
1029,09/27/24 06:00:00 AM,8.09,15.16
1030,09/27/24 06:15:00 AM,7.23,15.14
1031,09/27/24 06:30:00 AM,7.43,15.14
1032,09/27/24 06:45:00 AM,6.50,15.12
1033,09/27/24 07:00:00 AM,7.61,15.10
1034,09/27/24 07:15:00 AM,4.53,15.08
1035,09/27/24 07:30:00 AM,7.03,15.08
1036,09/27/24 07:45:00 AM,6.63,15.06
1037,09/27/24 08:00:00 AM,6.67,15.02
1038,09/27/24 08:15:00 AM,6.41,14.98
1039,09/27/24 08:30:00 AM,6.74,14.88
1040,09/27/24 08:45:00 AM,7.51,14.96
1041,09/27/24 09:00:00 AM,6.85,16.50
1042,09/27/24 09:15:00 AM,5.70,15.94
1043,09/27/24 09:30:00 AM,6.81,15.52
1044,09/27/24 09:45:00 AM,5.49,15.40
1045,09/27/24 10:00:00 AM,6.38,15.36
1046,09/27/24 10:15:00 AM,7.12,15.36
1047,09/27/24 10:30:00 AM,6.49,15.40
1048,09/27/24 10:45:00 AM,5.01,15.40
1049,09/27/24 11:00:00 AM,4.51,15.42
1050,09/27/24 11:15:00 AM,4.77,15.46
1051,09/27/24 11:30:00 AM,2.70,15.58
1052,09/27/24 11:45:00 AM,3.10,15.60
1053,09/27/24 12:00:00 PM,3.75,15.36
1054,09/27/24 12:15:00 PM,3.66,15.18
1055,09/27/24 12:30:00 PM,4.53,15.20
1056,09/27/24 12:45:00 PM,4.55,15.32
1057,09/27/24 01:00:00 PM,5.06,15.36
1058,09/27/24 01:15:00 PM,4.02,15.40
1059,09/27/24 01:30:00 PM,3.52,15.40
1060,09/27/24 01:45:00 PM,4.08,15.36
1061,09/27/24 02:00:00 PM,3.84,15.20
1062,09/27/24 02:15:00 PM,4.79,15.28
1063,09/27/24 02:30:00 PM,7.35,15.34
1064,09/27/24 02:45:00 PM,7.65,15.34
1065,09/27/24 03:00:00 PM,7.71,15.22
1066,09/27/24 03:15:00 PM,8.36,15.22
1067,09/27/24 03:30:00 PM,8.03,15.24
1068,09/27/24 03:45:00 PM,8.19,15.28
1069,09/27/24 04:00:00 PM,7.28,15.28
1070,09/27/24 04:15:00 PM,7.99,15.28
1071,09/27/24 04:30:00 PM,7.99,15.28
1072,09/27/24 04:45:00 PM,8.65,15.28
1073,09/27/24 05:00:00 PM,9.37,15.24
1074,09/27/24 05:15:00 PM,8.47,15.20
1075,09/27/24 05:30:00 PM,8.26,15.22
1076,09/27/24 05:45:00 PM,8.63,15.28
1077,09/27/24 06:00:00 PM,8.13,15.32
1078,09/27/24 06:15:00 PM,7.95,15.28
1079,09/27/24 06:30:00 PM,7.25,15.24
1080,09/27/24 06:45:00 PM,7.69,15.22
1081,09/27/24 07:00:00 PM,5.39,15.20
1082,09/27/24 07:15:00 PM,6.92,15.18
1083,09/27/24 07:30:00 PM,8.36,15.12
1084,09/27/24 07:45:00 PM,8.47,15.12
1085,09/27/24 08:00:00 PM,8.56,15.12
1086,09/27/24 08:15:00 PM,8.48,15.12
1087,09/27/24 08:30:00 PM,8.56,15.14
1088,09/27/24 08:45:00 PM,9.10,15.40
1089,09/27/24 09:00:00 PM,9.37,15.56
1090,09/27/24 09:15:00 PM,9.19,15.64
1091,09/27/24 09:30:00 PM,8.62,15.60
1092,09/27/24 09:45:00 PM,6.67,15.40
1093,09/27/24 10:00:00 PM,6.90,15.14
1094,09/27/24 10:15:00 PM,6.98,15.06
1095,09/27/24 10:30:00 PM,6.40,15.00
1096,09/27/24 10:45:00 PM,7.59,14.98
1097,09/27/24 11:00:00 PM,6.85,15.00
1098,09/27/24 11:15:00 PM,7.25,15.12
1099,09/27/24 11:30:00 PM,8.54,15.30
1100,09/27/24 11:45:00 PM,8.97,15.42
