"Plot Title: Chel_DO_2"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 21837009, SEN S/N: 21837009, LBL: DO)","Temp, °C (LGR S/N: 21837009, SEN S/N: 21837009, LBL: Temp)"
3740,11/27/23 08:45:00 AM,7.41,11.14
3741,11/27/23 09:00:00 AM,7.41,11.14
3742,11/27/23 09:15:00 AM,7.44,11.14
3743,11/27/23 09:30:00 AM,7.45,11.12
3744,11/27/23 09:45:00 AM,7.46,11.10
3745,11/27/23 10:00:00 AM,7.45,11.08
3746,11/27/23 10:15:00 AM,7.48,11.00
3747,11/27/23 10:30:00 AM,7.52,10.94
3748,11/27/23 10:45:00 AM,7.53,10.88
3749,11/27/23 11:00:00 AM,7.55,10.82
3750,11/27/23 11:15:00 AM,7.62,10.78
3751,11/27/23 11:30:00 AM,7.66,10.76
3752,11/27/23 11:45:00 AM,7.73,10.74
3753,11/27/23 12:00:00 PM,7.37,10.72
3754,11/27/23 12:15:00 PM,7.40,10.74
3755,11/27/23 12:30:00 PM,7.31,10.74
3756,11/27/23 12:45:00 PM,7.77,10.70
3757,11/27/23 01:00:00 PM,7.65,10.70
3758,11/27/23 01:15:00 PM,7.70,10.74
3759,11/27/23 01:30:00 PM,7.70,10.72
3760,11/27/23 01:45:00 PM,7.69,10.78
3761,11/27/23 02:00:00 PM,7.54,11.02
3762,11/27/23 02:15:00 PM,7.74,10.98
3763,11/27/23 02:30:00 PM,7.52,11.06
3764,11/27/23 02:45:00 PM,7.80,11.02
3765,11/27/23 03:00:00 PM,6.72,11.04
3766,11/27/23 03:15:00 PM,7.82,10.98
3767,11/27/23 03:30:00 PM,6.74,10.96
3768,11/27/23 03:45:00 PM,6.99,11.00
3769,11/27/23 04:00:00 PM,6.88,11.10
3770,11/27/23 04:15:00 PM,6.39,11.12
3771,11/27/23 04:30:00 PM,7.15,11.16
3772,11/27/23 04:45:00 PM,6.58,11.18
3773,11/27/23 05:00:00 PM,7.03,11.20
3774,11/27/23 05:15:00 PM,6.88,11.20
3775,11/27/23 05:30:00 PM,6.76,11.20
3776,11/27/23 05:45:00 PM,7.27,11.20
3777,11/27/23 06:00:00 PM,7.28,11.20
3778,11/27/23 06:15:00 PM,7.19,11.20
3779,11/27/23 06:30:00 PM,7.27,11.20
3780,11/27/23 06:45:00 PM,7.32,11.20
3781,11/27/23 07:00:00 PM,7.29,11.20
3782,11/27/23 07:15:00 PM,7.35,11.20
3783,11/27/23 07:30:00 PM,7.39,11.18
3784,11/27/23 07:45:00 PM,7.41,11.18
3785,11/27/23 08:00:00 PM,7.45,11.10
3786,11/27/23 08:15:00 PM,7.53,10.98
3787,11/27/23 08:30:00 PM,7.48,11.02
3788,11/27/23 08:45:00 PM,7.49,11.00
3789,11/27/23 09:00:00 PM,7.58,10.94
3790,11/27/23 09:15:00 PM,7.63,10.86
3791,11/27/23 09:30:00 PM,7.67,10.80
3792,11/27/23 09:45:00 PM,7.70,10.74
3793,11/27/23 10:00:00 PM,7.63,10.76
3794,11/27/23 10:15:00 PM,7.63,10.70
3795,11/27/23 10:30:00 PM,7.37,10.72
3796,11/27/23 10:45:00 PM,7.17,9.82
3797,11/27/23 11:00:00 PM,11.10,6.54
3798,11/27/23 11:15:00 PM,11.67,4.80
3799,11/27/23 11:30:00 PM,11.75,4.74
3800,11/27/23 11:45:00 PM,11.70,4.64
3801,11/28/23 12:00:00 AM,11.75,4.60
3802,11/28/23 12:15:00 AM,11.75,4.56
3803,11/28/23 12:30:00 AM,11.77,4.56
3804,11/28/23 12:45:00 AM,11.79,4.50
3805,11/28/23 01:00:00 AM,11.80,4.40
3806,11/28/23 01:15:00 AM,11.81,4.40
3807,11/28/23 01:30:00 AM,11.77,4.44
3808,11/28/23 01:45:00 AM,11.81,4.44
3809,11/28/23 02:00:00 AM,11.76,4.50
3810,11/28/23 02:15:00 AM,11.81,4.40
3811,11/28/23 02:30:00 AM,11.86,4.46
3812,11/28/23 02:45:00 AM,7.75,9.66
3813,11/28/23 03:00:00 AM,7.61,10.38
3814,11/28/23 03:15:00 AM,7.53,10.48
3815,11/28/23 03:30:00 AM,7.47,10.48
3816,11/28/23 03:45:00 AM,7.30,10.38
3817,11/28/23 04:00:00 AM,7.38,10.24
3818,11/28/23 04:15:00 AM,7.34,10.34
3819,11/28/23 04:30:00 AM,6.68,10.36
3820,11/28/23 04:45:00 AM,7.41,10.30
3821,11/28/23 05:00:00 AM,7.54,10.30
3822,11/28/23 05:15:00 AM,6.96,10.24
3823,11/28/23 05:30:00 AM,7.36,10.22
3824,11/28/23 05:45:00 AM,7.21,10.32
3825,11/28/23 06:00:00 AM,7.26,10.34
3826,11/28/23 06:15:00 AM,7.56,10.42
3827,11/28/23 06:30:00 AM,7.44,10.84
3828,11/28/23 06:45:00 AM,7.32,10.92
3829,11/28/23 07:00:00 AM,7.29,10.96
3830,11/28/23 07:15:00 AM,7.01,10.98
3831,11/28/23 07:30:00 AM,7.32,11.00
3832,11/28/23 07:45:00 AM,7.38,11.02
3833,11/28/23 08:00:00 AM,7.26,11.04
3834,11/28/23 08:15:00 AM,7.32,11.06
3835,11/28/23 08:30:00 AM,7.25,11.06
3836,11/28/23 08:45:00 AM,7.30,11.06
3837,11/28/23 09:00:00 AM,7.33,11.06
3838,11/28/23 09:15:00 AM,7.36,11.06
3839,11/28/23 09:30:00 AM,7.27,11.04
3840,11/28/23 09:45:00 AM,7.34,11.04
3841,11/28/23 10:00:00 AM,7.06,11.02
3842,11/28/23 10:15:00 AM,7.36,10.92
3843,11/28/23 10:30:00 AM,7.48,10.90
3844,11/28/23 10:45:00 AM,7.51,10.94
3845,11/28/23 11:00:00 AM,7.50,10.98
3846,11/28/23 11:15:00 AM,7.44,11.00
3847,11/28/23 11:30:00 AM,7.56,11.02
3848,11/28/23 11:45:00 AM,7.59,11.04
3849,11/28/23 12:00:00 PM,7.59,11.06
3850,11/28/23 12:15:00 PM,7.68,10.92
3851,11/28/23 12:30:00 PM,7.69,10.84
3852,11/28/23 12:45:00 PM,7.73,10.76
3853,11/28/23 01:00:00 PM,7.67,10.74
3854,11/28/23 01:15:00 PM,7.61,10.72
3855,11/28/23 01:30:00 PM,7.06,10.80
3856,11/28/23 01:45:00 PM,6.97,10.88
3857,11/28/23 02:00:00 PM,7.26,11.04
3858,11/28/23 02:15:00 PM,6.26,11.06
3859,11/28/23 02:30:00 PM,6.39,11.08
3860,11/28/23 02:45:00 PM,6.65,11.08
3861,11/28/23 03:00:00 PM,6.71,11.08
3862,11/28/23 03:15:00 PM,6.84,11.08
3863,11/28/23 03:30:00 PM,6.79,11.04
3864,11/28/23 03:45:00 PM,6.91,11.06
3865,11/28/23 04:00:00 PM,7.42,11.08
3866,11/28/23 04:15:00 PM,6.96,11.08
3867,11/28/23 04:30:00 PM,6.87,11.06
3868,11/28/23 04:45:00 PM,7.02,11.04
3869,11/28/23 05:00:00 PM,7.05,11.04
3870,11/28/23 05:15:00 PM,6.84,11.04
3871,11/28/23 05:30:00 PM,6.63,11.02
3872,11/28/23 05:45:00 PM,6.74,11.04
3873,11/28/23 06:00:00 PM,6.80,11.04
3874,11/28/23 06:15:00 PM,7.55,10.94
3875,11/28/23 06:30:00 PM,7.12,11.04
3876,11/28/23 06:45:00 PM,6.85,11.08
3877,11/28/23 07:00:00 PM,7.22,11.06
3878,11/28/23 07:15:00 PM,7.18,11.06
3879,11/28/23 07:30:00 PM,7.29,11.06
3880,11/28/23 07:45:00 PM,7.38,11.04
3881,11/28/23 08:00:00 PM,7.42,11.02
3882,11/28/23 08:15:00 PM,7.39,11.04
3883,11/28/23 08:30:00 PM,7.42,11.04
3884,11/28/23 08:45:00 PM,7.47,11.02
3885,11/28/23 09:00:00 PM,7.52,10.94
3886,11/28/23 09:15:00 PM,7.63,10.84
3887,11/28/23 09:30:00 PM,7.66,10.78
3888,11/28/23 09:45:00 PM,7.65,10.74
3889,11/28/23 10:00:00 PM,7.66,10.70
3890,11/28/23 10:15:00 PM,7.65,10.66
3891,11/28/23 10:30:00 PM,7.63,10.64
3892,11/28/23 10:45:00 PM,7.58,10.62
3893,11/28/23 11:00:00 PM,7.53,10.58
3894,11/28/23 11:15:00 PM,7.02,10.24
3895,11/28/23 11:30:00 PM,11.12,6.14
3896,11/28/23 11:45:00 PM,12.07,3.16
3897,11/29/23 12:00:00 AM,12.39,2.46
3898,11/29/23 12:15:00 AM,12.47,2.18
3899,11/29/23 12:30:00 AM,12.49,2.16
3900,11/29/23 12:45:00 AM,12.49,2.00
3901,11/29/23 01:00:00 AM,12.50,2.00
3902,11/29/23 01:15:00 AM,12.56,1.86
3903,11/29/23 01:30:00 AM,12.54,2.06
3904,11/29/23 01:45:00 AM,12.43,2.40
3905,11/29/23 02:00:00 AM,12.35,2.46
3906,11/29/23 02:15:00 AM,12.45,2.20
3907,11/29/23 02:30:00 AM,12.46,2.14
3908,11/29/23 02:45:00 AM,12.48,2.12
3909,11/29/23 03:00:00 AM,12.48,2.12
3910,11/29/23 03:15:00 AM,8.96,4.62
3911,11/29/23 03:30:00 AM,7.65,9.86
3912,11/29/23 03:45:00 AM,7.39,10.32
3913,11/29/23 04:00:00 AM,7.47,10.40
3914,11/29/23 04:15:00 AM,7.44,10.42
3915,11/29/23 04:30:00 AM,7.26,10.24
3916,11/29/23 04:45:00 AM,7.26,10.26
3917,11/29/23 05:00:00 AM,7.43,10.34
3918,11/29/23 05:15:00 AM,7.20,10.30
3919,11/29/23 05:30:00 AM,6.69,10.18
3920,11/29/23 05:45:00 AM,7.12,10.34
3921,11/29/23 06:00:00 AM,6.98,10.36
3922,11/29/23 06:15:00 AM,7.03,10.20
3923,11/29/23 06:30:00 AM,7.28,10.24
3924,11/29/23 06:45:00 AM,7.10,10.28
3925,11/29/23 07:00:00 AM,7.45,10.36
3926,11/29/23 07:15:00 AM,7.39,10.44
3927,11/29/23 07:30:00 AM,7.07,10.46
3928,11/29/23 07:45:00 AM,7.02,10.46
3929,11/29/23 08:00:00 AM,7.40,10.46
3930,11/29/23 08:15:00 AM,7.47,10.52
3931,11/29/23 08:30:00 AM,7.17,10.80
3932,11/29/23 08:45:00 AM,7.07,10.70
3933,11/29/23 09:00:00 AM,6.99,10.82
3934,11/29/23 09:15:00 AM,7.28,10.80
3935,11/29/23 09:30:00 AM,7.51,10.54
3936,11/29/23 09:45:00 AM,7.61,10.52
3937,11/29/23 10:00:00 AM,7.61,10.58
3938,11/29/23 10:15:00 AM,7.56,10.64
3939,11/29/23 10:30:00 AM,7.47,10.90
3940,11/29/23 10:45:00 AM,7.43,10.96
3941,11/29/23 11:00:00 AM,7.43,10.98
3942,11/29/23 11:15:00 AM,7.44,11.00
3943,11/29/23 11:30:00 AM,7.46,11.00
3944,11/29/23 11:45:00 AM,7.46,11.00
3945,11/29/23 12:00:00 PM,7.47,11.00
3946,11/29/23 12:15:00 PM,7.52,10.94
3947,11/29/23 12:30:00 PM,7.57,10.86
3948,11/29/23 12:45:00 PM,7.60,10.78
3949,11/29/23 01:00:00 PM,7.59,10.76
3950,11/29/23 01:15:00 PM,7.65,10.68
3951,11/29/23 01:30:00 PM,7.69,10.68
3952,11/29/23 01:45:00 PM,7.42,10.66
3953,11/29/23 02:00:00 PM,7.63,10.66
3954,11/29/23 02:15:00 PM,7.48,10.66
3955,11/29/23 02:30:00 PM,7.59,10.64
3956,11/29/23 02:45:00 PM,7.67,10.62
3957,11/29/23 03:00:00 PM,7.55,10.78
3958,11/29/23 03:15:00 PM,7.34,10.76
3959,11/29/23 03:30:00 PM,7.36,10.88
3960,11/29/23 03:45:00 PM,7.44,10.96
3961,11/29/23 04:00:00 PM,7.46,10.96
3962,11/29/23 04:15:00 PM,7.28,10.96
3963,11/29/23 04:30:00 PM,6.94,10.98
3964,11/29/23 04:45:00 PM,7.28,10.98
3965,11/29/23 05:00:00 PM,7.34,10.96
3966,11/29/23 05:15:00 PM,7.45,10.94
3967,11/29/23 05:30:00 PM,7.42,10.92
3968,11/29/23 05:45:00 PM,7.29,10.92
3969,11/29/23 06:00:00 PM,6.85,10.98
3970,11/29/23 06:15:00 PM,6.96,11.02
3971,11/29/23 06:30:00 PM,6.26,11.00
3972,11/29/23 06:45:00 PM,6.80,11.02
3973,11/29/23 07:00:00 PM,6.91,11.02
3974,11/29/23 07:15:00 PM,7.18,11.02
3975,11/29/23 07:30:00 PM,7.21,10.96
3976,11/29/23 07:45:00 PM,7.30,11.00
3977,11/29/23 08:00:00 PM,7.40,10.96
3978,11/29/23 08:15:00 PM,7.49,10.90
3979,11/29/23 08:30:00 PM,7.47,10.90
3980,11/29/23 08:45:00 PM,7.44,10.90
3981,11/29/23 09:00:00 PM,7.46,10.90
3982,11/29/23 09:15:00 PM,7.52,10.84
3983,11/29/23 09:30:00 PM,7.54,10.76
3984,11/29/23 09:45:00 PM,7.56,10.72
3985,11/29/23 10:00:00 PM,7.61,10.62
3986,11/29/23 10:15:00 PM,7.58,10.62
3987,11/29/23 10:30:00 PM,7.56,10.62
3988,11/29/23 10:45:00 PM,7.53,10.62
3989,11/29/23 11:00:00 PM,7.51,10.60
3990,11/29/23 11:15:00 PM,7.48,10.60
3991,11/29/23 11:30:00 PM,7.48,10.56
3992,11/29/23 11:45:00 PM,7.40,10.50
3993,11/30/23 12:00:00 AM,7.22,10.18
3994,11/30/23 12:15:00 AM,11.18,6.02
3995,11/30/23 12:30:00 AM,11.62,4.88
3996,11/30/23 12:45:00 AM,11.60,4.90
3997,11/30/23 01:00:00 AM,11.69,4.54
3998,11/30/23 01:15:00 AM,11.77,4.24
3999,11/30/23 01:30:00 AM,11.84,4.04
4000,11/30/23 01:45:00 AM,11.89,4.00
4001,11/30/23 02:00:00 AM,11.87,3.96
4002,11/30/23 02:15:00 AM,11.88,3.88
4003,11/30/23 02:30:00 AM,11.90,3.84
4004,11/30/23 02:45:00 AM,11.92,3.76
4005,11/30/23 03:00:00 AM,11.92,3.70
4006,11/30/23 03:15:00 AM,11.91,3.90
4007,11/30/23 03:30:00 AM,11.84,4.10
4008,11/30/23 03:45:00 AM,8.99,4.74
4009,11/30/23 04:00:00 AM,7.49,9.82
4010,11/30/23 04:15:00 AM,7.31,10.24
4011,11/30/23 04:30:00 AM,7.15,10.30
4012,11/30/23 04:45:00 AM,7.34,10.34
4013,11/30/23 05:00:00 AM,6.98,10.20
4014,11/30/23 05:15:00 AM,6.78,10.08
4015,11/30/23 05:30:00 AM,7.40,10.20
4016,11/30/23 05:45:00 AM,7.00,10.26
4017,11/30/23 06:00:00 AM,7.10,10.24
4018,11/30/23 06:15:00 AM,7.04,10.24
4019,11/30/23 06:30:00 AM,7.39,10.28
4020,11/30/23 06:45:00 AM,7.26,10.28
4021,11/30/23 07:00:00 AM,7.36,10.26
4022,11/30/23 07:15:00 AM,7.01,10.22
4023,11/30/23 07:30:00 AM,7.29,10.22
4024,11/30/23 07:45:00 AM,7.40,10.22
4025,11/30/23 08:00:00 AM,7.40,10.58
4026,11/30/23 08:15:00 AM,7.34,10.74
4027,11/30/23 08:30:00 AM,7.22,10.84
4028,11/30/23 08:45:00 AM,7.34,10.86
4029,11/30/23 09:00:00 AM,7.35,10.88
4030,11/30/23 09:15:00 AM,7.24,10.90
4031,11/30/23 09:30:00 AM,6.46,10.92
4032,11/30/23 09:45:00 AM,6.73,10.92
4033,11/30/23 10:00:00 AM,7.22,10.92
4034,11/30/23 10:15:00 AM,7.16,10.94
4035,11/30/23 10:30:00 AM,7.31,10.92
4036,11/30/23 10:45:00 AM,7.38,10.86
4037,11/30/23 11:00:00 AM,7.48,10.48
4038,11/30/23 11:15:00 AM,7.51,10.54
4039,11/30/23 11:30:00 AM,7.51,10.62
4040,11/30/23 11:45:00 AM,7.51,10.68
4041,11/30/23 12:00:00 PM,7.48,10.74
4042,11/30/23 12:15:00 PM,7.49,10.72
4043,11/30/23 12:30:00 PM,7.50,10.70
4044,11/30/23 12:45:00 PM,7.55,10.66
4045,11/30/23 01:00:00 PM,7.60,10.56
4046,11/30/23 01:15:00 PM,7.60,10.52
4047,11/30/23 01:30:00 PM,7.62,10.52
4048,11/30/23 01:45:00 PM,7.59,10.56
4049,11/30/23 02:00:00 PM,7.59,10.54
4050,11/30/23 02:15:00 PM,7.58,10.52
4051,11/30/23 02:30:00 PM,7.35,10.50
4052,11/30/23 02:45:00 PM,7.19,10.46
4053,11/30/23 03:00:00 PM,7.49,10.44
4054,11/30/23 03:15:00 PM,7.40,10.44
4055,11/30/23 03:30:00 PM,7.40,10.42
4056,11/30/23 03:45:00 PM,6.94,10.60
4057,11/30/23 04:00:00 PM,6.74,10.78
4058,11/30/23 04:15:00 PM,6.50,10.86
4059,11/30/23 04:30:00 PM,6.58,10.88
4060,11/30/23 04:45:00 PM,6.53,10.90
4061,11/30/23 05:00:00 PM,6.92,10.88
4062,11/30/23 05:15:00 PM,6.71,10.84
4063,11/30/23 05:30:00 PM,6.27,10.84
4064,11/30/23 05:45:00 PM,6.27,10.78
4065,11/30/23 06:00:00 PM,6.68,10.72
4066,11/30/23 06:15:00 PM,7.22,10.70
4067,11/30/23 06:30:00 PM,7.39,10.74
4068,11/30/23 06:45:00 PM,6.72,10.66
4069,11/30/23 07:00:00 PM,7.61,10.62
4070,11/30/23 07:15:00 PM,7.61,10.50
4071,11/30/23 07:30:00 PM,7.66,10.42
4072,11/30/23 07:45:00 PM,7.65,10.40
4073,11/30/23 08:00:00 PM,7.59,10.40
4074,11/30/23 08:15:00 PM,7.07,10.60
4075,11/30/23 08:30:00 PM,7.31,10.80
4076,11/30/23 08:45:00 PM,7.43,10.74
4077,11/30/23 09:00:00 PM,7.40,10.76
4078,11/30/23 09:15:00 PM,7.40,10.80
4079,11/30/23 09:30:00 PM,7.45,10.78
4080,11/30/23 09:45:00 PM,7.45,10.70
4081,11/30/23 10:00:00 PM,7.48,10.64
4082,11/30/23 10:15:00 PM,7.47,10.60
4083,11/30/23 10:30:00 PM,7.48,10.56
4084,11/30/23 10:45:00 PM,7.48,10.48
4085,11/30/23 11:00:00 PM,7.52,10.44
4086,11/30/23 11:15:00 PM,7.53,10.44
4087,11/30/23 11:30:00 PM,7.56,10.36
4088,11/30/23 11:45:00 PM,7.59,10.32
4089,12/01/23 12:00:00 AM,7.63,10.26
4090,12/01/23 12:15:00 AM,7.68,10.20
4091,12/01/23 12:30:00 AM,7.85,10.06
4092,12/01/23 12:45:00 AM,8.06,9.88
4093,12/01/23 01:00:00 AM,9.78,8.60
4094,12/01/23 01:15:00 AM,11.29,5.46
4095,12/01/23 01:30:00 AM,11.57,4.70
4096,12/01/23 01:45:00 AM,11.70,4.30
4097,12/01/23 02:00:00 AM,11.73,4.38
4098,12/01/23 02:15:00 AM,11.71,4.38
4099,12/01/23 02:30:00 AM,11.72,4.24
4100,12/01/23 02:45:00 AM,11.74,4.38
4101,12/01/23 03:00:00 AM,11.72,4.34
4102,12/01/23 03:15:00 AM,11.72,4.40
4103,12/01/23 03:30:00 AM,11.65,4.56
4104,12/01/23 03:45:00 AM,11.55,4.90
4105,12/01/23 04:00:00 AM,11.21,5.62
4106,12/01/23 04:15:00 AM,8.72,8.78
4107,12/01/23 04:30:00 AM,8.34,9.34
4108,12/01/23 04:45:00 AM,8.24,9.52
4109,12/01/23 05:00:00 AM,8.11,9.72
4110,12/01/23 05:15:00 AM,7.98,9.96
4111,12/01/23 05:30:00 AM,7.99,9.92
4112,12/01/23 05:45:00 AM,7.89,9.92
4113,12/01/23 06:00:00 AM,7.93,9.92
4114,12/01/23 06:15:00 AM,7.94,10.04
4115,12/01/23 06:30:00 AM,7.89,10.24
4116,12/01/23 06:45:00 AM,7.86,10.26
4117,12/01/23 07:00:00 AM,7.82,10.30
4118,12/01/23 07:15:00 AM,7.81,10.34
4119,12/01/23 07:30:00 AM,7.83,10.34
4120,12/01/23 07:45:00 AM,7.78,10.36
4121,12/01/23 08:00:00 AM,7.79,10.40
4122,12/01/23 08:15:00 AM,7.76,10.44
4123,12/01/23 08:30:00 AM,7.66,10.44
4124,12/01/23 08:45:00 AM,7.63,10.42
4125,12/01/23 09:00:00 AM,7.57,10.40
4126,12/01/23 09:15:00 AM,7.57,10.42
4127,12/01/23 09:30:00 AM,7.12,10.42
4128,12/01/23 09:45:00 AM,7.72,10.36
4129,12/01/23 10:00:00 AM,7.77,10.36
4130,12/01/23 10:15:00 AM,7.80,10.36
4131,12/01/23 10:30:00 AM,7.71,10.36
4132,12/01/23 10:45:00 AM,7.77,10.36
4133,12/01/23 11:00:00 AM,7.84,10.36
4134,12/01/23 11:15:00 AM,7.84,10.38
4135,12/01/23 11:30:00 AM,7.82,10.40
4136,12/01/23 11:45:00 AM,7.72,10.50
4137,12/01/23 12:00:00 PM,7.70,10.60
4138,12/01/23 12:15:00 PM,7.73,10.58
4139,12/01/23 12:30:00 PM,7.80,10.54
4140,12/01/23 12:45:00 PM,7.81,10.52
4141,12/01/23 01:00:00 PM,7.84,10.52
4142,12/01/23 01:15:00 PM,7.84,10.48
4143,12/01/23 01:30:00 PM,7.82,10.50
4144,12/01/23 01:45:00 PM,7.83,10.52
4145,12/01/23 02:00:00 PM,7.88,10.54
4146,12/01/23 02:15:00 PM,7.90,10.54
4147,12/01/23 02:30:00 PM,7.88,10.56
4148,12/01/23 02:45:00 PM,7.92,10.56
4149,12/01/23 03:00:00 PM,7.91,10.58
4150,12/01/23 03:15:00 PM,7.89,10.58
4151,12/01/23 03:30:00 PM,7.53,10.60
4152,12/01/23 03:45:00 PM,7.76,10.60
4153,12/01/23 04:00:00 PM,7.59,10.68
4154,12/01/23 04:15:00 PM,7.33,10.80
4155,12/01/23 04:30:00 PM,6.93,10.78
4156,12/01/23 04:45:00 PM,7.04,10.80
4157,12/01/23 05:00:00 PM,7.47,10.82
4158,12/01/23 05:15:00 PM,7.27,10.82
4159,12/01/23 05:30:00 PM,7.06,10.84
4160,12/01/23 05:45:00 PM,6.83,10.84
4161,12/01/23 06:00:00 PM,7.03,10.84
4162,12/01/23 06:15:00 PM,7.24,10.84
4163,12/01/23 06:30:00 PM,6.56,10.84
4164,12/01/23 06:45:00 PM,7.42,10.84
4165,12/01/23 07:00:00 PM,7.38,10.84
4166,12/01/23 07:15:00 PM,7.40,10.84
4167,12/01/23 07:30:00 PM,7.15,10.84
4168,12/01/23 07:45:00 PM,7.00,10.84
4169,12/01/23 08:00:00 PM,7.24,10.84
4170,12/01/23 08:15:00 PM,7.39,10.84
4171,12/01/23 08:30:00 PM,7.40,10.82
4172,12/01/23 08:45:00 PM,7.37,10.82
4173,12/01/23 09:00:00 PM,7.34,10.80
4174,12/01/23 09:15:00 PM,7.29,10.80
4175,12/01/23 09:30:00 PM,7.34,10.78
4176,12/01/23 09:45:00 PM,7.39,10.78
4177,12/01/23 10:00:00 PM,7.40,10.78
4178,12/01/23 10:15:00 PM,7.40,10.80
4179,12/01/23 10:30:00 PM,7.37,10.80
4180,12/01/23 10:45:00 PM,7.52,10.74
4181,12/01/23 11:00:00 PM,7.69,10.66
4182,12/01/23 11:15:00 PM,7.84,10.60
4183,12/01/23 11:30:00 PM,7.85,10.58
4184,12/01/23 11:45:00 PM,7.84,10.56
4185,12/02/23 12:00:00 AM,7.80,10.56
4186,12/02/23 12:15:00 AM,7.80,10.52
4187,12/02/23 12:30:00 AM,7.84,10.48
4188,12/02/23 12:45:00 AM,7.85,10.44
4189,12/02/23 01:00:00 AM,7.84,10.44
4190,12/02/23 01:15:00 AM,7.88,10.42
4191,12/02/23 01:30:00 AM,7.94,10.36
4192,12/02/23 01:45:00 AM,8.14,10.28
4193,12/02/23 02:00:00 AM,9.33,9.82
4194,12/02/23 02:15:00 AM,10.45,8.62
4195,12/02/23 02:30:00 AM,10.64,7.90
4196,12/02/23 02:45:00 AM,10.65,7.84
4197,12/02/23 03:00:00 AM,10.64,7.88
4198,12/02/23 03:15:00 AM,10.66,7.80
4199,12/02/23 03:30:00 AM,10.61,7.98
4200,12/02/23 03:45:00 AM,10.63,7.98
4201,12/02/23 04:00:00 AM,10.64,8.10
4202,12/02/23 04:15:00 AM,10.22,8.64
4203,12/02/23 04:30:00 AM,9.13,9.60
4204,12/02/23 04:45:00 AM,8.57,9.84
4205,12/02/23 05:00:00 AM,8.37,10.04
4206,12/02/23 05:15:00 AM,8.17,10.14
4207,12/02/23 05:30:00 AM,8.27,10.10
4208,12/02/23 05:45:00 AM,8.18,10.20
4209,12/02/23 06:00:00 AM,8.00,10.30
4210,12/02/23 06:15:00 AM,8.06,10.32
4211,12/02/23 06:30:00 AM,7.87,10.32
4212,12/02/23 06:45:00 AM,7.88,10.32
4213,12/02/23 07:00:00 AM,7.83,10.38
4214,12/02/23 07:15:00 AM,7.68,10.44
4215,12/02/23 07:30:00 AM,7.66,10.46
4216,12/02/23 07:45:00 AM,7.61,10.42
4217,12/02/23 08:00:00 AM,7.91,10.30
4218,12/02/23 08:15:00 AM,7.84,10.34
4219,12/02/23 08:30:00 AM,7.64,10.32
4220,12/02/23 08:45:00 AM,7.94,10.28
4221,12/02/23 09:00:00 AM,7.35,10.34
4222,12/02/23 09:15:00 AM,7.84,10.38
4223,12/02/23 09:30:00 AM,7.74,10.44
4224,12/02/23 09:45:00 AM,7.65,10.54
4225,12/02/23 10:00:00 AM,7.64,10.60
4226,12/02/23 10:15:00 AM,7.42,10.60
4227,12/02/23 10:30:00 AM,7.06,10.60
4228,12/02/23 10:45:00 AM,7.62,10.64
4229,12/02/23 11:00:00 AM,7.68,10.66
4230,12/02/23 11:15:00 AM,7.68,10.68
4231,12/02/23 11:30:00 AM,7.68,10.68
4232,12/02/23 11:45:00 AM,7.76,10.62
4233,12/02/23 12:00:00 PM,7.85,10.56
4234,12/02/23 12:15:00 PM,7.91,10.52
4235,12/02/23 12:30:00 PM,8.03,10.44
4236,12/02/23 12:45:00 PM,8.05,10.42
4237,12/02/23 01:00:00 PM,8.00,10.44
4238,12/02/23 01:15:00 PM,7.97,10.46
4239,12/02/23 01:30:00 PM,7.98,10.50
4240,12/02/23 01:45:00 PM,7.98,10.52
4241,12/02/23 02:00:00 PM,7.95,10.54
4242,12/02/23 02:15:00 PM,7.97,10.56
4243,12/02/23 02:30:00 PM,7.97,10.58
4244,12/02/23 02:45:00 PM,8.01,10.58
4245,12/02/23 03:00:00 PM,8.02,10.60
4246,12/02/23 03:15:00 PM,8.02,10.60
4247,12/02/23 03:30:00 PM,8.02,10.62
4248,12/02/23 03:45:00 PM,8.04,10.62
4249,12/02/23 04:00:00 PM,8.03,10.62
4250,12/02/23 04:15:00 PM,8.04,10.62
4251,12/02/23 04:30:00 PM,7.89,10.60
4252,12/02/23 04:45:00 PM,7.74,10.60
4253,12/02/23 05:00:00 PM,7.72,10.62
4254,12/02/23 05:15:00 PM,7.82,10.62
4255,12/02/23 05:30:00 PM,7.66,10.64
4256,12/02/23 05:45:00 PM,7.73,10.64
4257,12/02/23 06:00:00 PM,7.71,10.64
4258,12/02/23 06:15:00 PM,7.64,10.66
4259,12/02/23 06:30:00 PM,7.64,10.68
4260,12/02/23 06:45:00 PM,7.58,10.68
4261,12/02/23 07:00:00 PM,7.56,10.68
4262,12/02/23 07:15:00 PM,7.52,10.68
4263,12/02/23 07:30:00 PM,7.48,10.70
4264,12/02/23 07:45:00 PM,7.40,10.70
4265,12/02/23 08:00:00 PM,7.40,10.68
4266,12/02/23 08:15:00 PM,7.40,10.70
4267,12/02/23 08:30:00 PM,7.43,10.72
4268,12/02/23 08:45:00 PM,7.51,10.72
4269,12/02/23 09:00:00 PM,7.36,10.68
4270,12/02/23 09:15:00 PM,7.71,10.64
4271,12/02/23 09:30:00 PM,7.86,10.60
4272,12/02/23 09:45:00 PM,7.87,10.56
4273,12/02/23 10:00:00 PM,7.82,10.56
